Serial2,F05_01,F05_01_ENG,F05_02,F05_02 ENG,F05_03,F05_04,F12,F13,F15,F15 ENG,F16,F16 ENG,F20,F21,F30,F30 ENG,F31_01,F31_01_ENG,F31_02,F31_02_ENG,F31_03,F31_03_ENG,F31_04,F31_04_ENG,F31_05,F31_05_ENG,F31_06,F31_06_ENG,F31_07,F31_07_ENG,F31_08,F31_08_ENG,F32,F33,hFerienDauer,hGruppePersonen,F80,F80_a05,F81_01,F81_02,F81_03,F81_04,F81_05,F81_06,F81_Total,F82_01,F82_02,F82_03,F82_04,F82_05,F82_06,F82_07,F82_Total,F83,F85,F105,F105A,F105_Code,F105_Code_nr,F105_OrgCode,F125,F125_ENG,F125_a11,F125_a11 ENG,F130,F130_a07,F135_01,F12_F13_Mittelwert_2Cat_final
25018,Europa,Europe,Portugal,Portugal,Lisboa,,19.01.2024,22.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,4,5,CHF,,0,325,100,150,120,65,760,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,4,Winter
25025,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Staffordshire,19.01.2024,26.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,9,,8,9,CHF,,4500,200,4000,500,1000,0,10200,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Bed & Breakfast,Bed & Breakfast,,,,,8,Winter
25026,Europa,Europe,Schweiz,Switzerland,Zürich,,19.01.2024,21.01.2024,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,3,2,CHF,,600,0,90,0,0,50,740,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,1,Winter
25027,Asien,Asia,China,China,Shanghai,,23.12.2023,28.12.2023,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),4,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,6,2,€,,700,700,600,200,0,0,2200,,,,,,,,,,Ja,Lausanne (??),,Lausanne,253,Lausanne Tourisme,Bed & Breakfast,Bed & Breakfast,,,,,0,Winter
25035,Europa,Europe,Schweiz,Switzerland,Basel-Landschaft,,19.01.2024,21.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,7,,3,7,CHF,,450,100,500,0,0,0,1050,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Gemietete Wohnung / Haus,Rented apartment / house,,,,,3,Winter
25036,Europa,Europe,Belgien,Belgium,Flemish Region,,20.01.2024,27.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,8,3,CHF,,0,231,500,100,0,150,981,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,8,Winter
25038,Europa,Europe,Schweiz,Switzerland,Waadt,,24.01.2024,06.02.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,14,2,CHF,,2000,200,200,0,0,0,2400,,,,,,,,,,Ja,Rougemont,,Rougemont,413,Pays d'Enhaut Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,14,Winter
25043,Europa,Europe,Ungarn,Hungary,,,10.01.2024,31.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,22,2,CHF,,2500,200,1000,500,500,1000,5700,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Gemietete Wohnung / Haus,Rented apartment / house,,,,,22,Winter
25046,Europa,Europe,Schweiz,Switzerland,Waadt,,03.01.2024,04.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,2,4,CHF,,550,0,1200,0,230,0,1980,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Winter
25050,Asien,Asia,Hongkong (CN),Hong Kong (CN),Sai Kung New Territories,,10.01.2024,16.01.2024,Winter,Winter,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,6,7,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,7,4,Andere,??,7000,5800,14000,0,0,26000,52800,,,,,,,,,,Ja,Morges (???),,Morges,295,Morges Région,Hotel / Kurhaus,Hotel / Spa House,,,***,,2,Winter
25052,Europa,Europe,Deutschland,Germany,Nordrhein-Westfalen,,19.01.2024,23.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,5,2,€,,0,350,200,0,0,300,850,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,5,Winter
25053,Europa,Europe,Frankreich,France,Normandy,,15.01.2024,29.01.2024,Winter,Winter,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,2,14,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,15,2,€,,40,0,150,0,50,300,540,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Andere,Other,Camping car,,,,2,Winter
25054,Europa,Europe,Frankreich,France,Île-de-France,,12.01.2024,20.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,9,3,CHF,,2600,400,2500,100,250,0,5850,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,*****,,9,Winter
25055,Europa,Europe,Schweiz,Switzerland,Waadt,,04.07.2023,10.07.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,7,5,CHF,,2500,0,1000,400,200,250,4350,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Andere,Other,amis,Friends,,,7,Summer
25058,Europa,Europe,Schweiz,Switzerland,Waadt,,08.01.2024,26.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,19,1,CHF,,600,400,300,0,0,0,1300,,,,,,,,,,Ja,Rougemont,,Rougemont,413,Pays d'Enhaut Tourisme,,#N/A,,,,,,Winter
25059,Europa,Europe,Niederlande,Netherlands,Zuid Holland,,29.01.2024,02.02.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,5,1,CHF,,360,50,0,0,0,0,410,,,,,,,,,,Ja,Lausanne (?????),,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,Ohne Kategorie,,5,Winter
25065,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,District of Columbia,,21.12.2023,28.12.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,8,1,CHF,,1000,75,500,400,0,200,2175,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,****,,8,Winter
25066,Europa,Europe,Schweiz,Switzerland,Bern,,18.01.2024,27.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,8,,10,8,CHF,,4500,500,1000,0,0,0,6000,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Gemietete Wohnung / Haus,Rented apartment / house,,,,,10,Winter
25078,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,Pennsylvania,,17.01.2024,30.01.2024,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,14,1,CHF,,2500,2500,5000,500,0,0,10500,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,16,Winter
25081,Europa,Europe,Frankreich,France,Nouvelle-Aquitaine,,13.01.2024,22.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,10,3,CHF,,0,0,0,0,120,700,820,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,10,Winter
25084,Europa,Europe,Frankreich,France,Auvergne-Rhône-Alpes,,17.01.2024,20.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,4,4,CHF,,1200,40,1080,0,0,0,2320,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,4,Winter
25085,Europa,Europe,Schweiz,Switzerland,Genf,,04.11.2023,13.11.2023,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,10,5,CHF,,3000,0,2500,0,0,0,5500,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Andere,Other,Did not spend the night,,,,10,Winter
25087,Europa,Europe,Schweiz,Switzerland,Waadt,,25.01.2024,29.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,5,5,CHF,,1500,0,250,0,0,0,1750,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,,#N/A,,,,,,Winter
25091,Europa,Europe,Frankreich,France,Grand Est,,19.01.2024,28.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,8,,10,8,€,,3000,0,500,100,0,0,3600,,,,,,,,,,Ja,Château-d'Oex,,Château-d'Oex,411,Pays d'Enhaut Tourisme,Serviced Apartments / Chalets / Villas (Service während Aufenthalt),Serviced Apartments / Chalets / Villas (service during stay),,,,,10,Winter
25094,Europa,Europe,Deutschland,Germany,Nordrhein-Westfalen,,25.01.2024,04.02.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,11,1,€,,0,682,1600,200,0,0,2482,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Andere,Other,passing by always - sleeping in Wallis,,,,11,Winter
25096,Europa,Europe,Schweiz,Switzerland,Genf,,13.01.2024,20.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,8,1,CHF,,520,65,300,0,0,250,1135,,,,,,,,,,Ja,Rougemont,,Rougemont,413,Pays d'Enhaut Tourisme,Serviced Apartments / Chalets / Villas (Service während Aufenthalt),Serviced Apartments / Chalets / Villas (service during stay),,,,,8,Winter
25100,Asien,Asia,Saudi-Arabien,Saudi Arabia,Ar Riyad,,05.01.2024,17.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,13,1,$,,500,1500,5000,15000,10000,5000,37000,,,,,,,,,,Ja, ??????,,Morges,295,Morges Région,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,13,Winter
25104,Europa,Europe,Jersey,0,,,26.01.2024,31.01.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,6,4,CHF,,4500,0,1500,0,0,2000,8000,,,,,,,,,,Ja,Villars-sur-Ollon,,Villars-sur-Ollon,#N/A,Villars-Diablerets-Gryon-Bex,Hotel / Kurhaus,Hotel / Spa House,,,*****,,6,Winter
25105,Europa,Europe,Frankreich,France,Auvergne-Rhône-Alpes,,25.06.2023,15.07.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),12,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,2,,21,2,CHF,,0,160,1500,400,0,300,2360,,,,,,,,,,Ja,Leysin,,Leysin,7,Aigle-Leysin-Les Mosses,Andere,Other,Caravana en parking caravanas,,,,1,Summer
25106,Asien,Asia,Singapur,Singapore,North East,,06.01.2024,19.01.2024,Winter,Winter,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),5,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,14,1,Andere,singapore dollars,1500,1000,1000,500,200,0,4200,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Winter
25109,Europa,Europe,Zypern,0,,,25.12.2023,10.03.2024,Winter,Winter,Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz,Round trip through Europe: only one overnight stay in Switzerland,,45,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,77,1,Andere,?????? ????????????? ?? ????.  ??????,0,0,0,0,0,0,0,,,,,,,,,,Ja,Leysin (?????),,Leysin,7,Aigle-Leysin-Les Mosses,Andere,Other,??? ???????,,,,0,Winter
25110,Europa,Europe,Schweiz,Switzerland,Waadt,,09.05.2023,21.05.2023,Frühling,Spring,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),8,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,13,2,CHF,,400,100,500,300,0,400,1700,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,2,Summer
25117,Europa,Europe,Schweiz,Switzerland,Waadt,,02.02.2024,07.02.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,8,,6,8,CHF,,2500,400,700,0,0,0,3600,,,,,,,,,,Ja,Ormont-Dessus (????),,Ormont-Dessus,673,Villars-Diablerets-Gryon-Bex,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,6,Winter
25118,Europa,Europe,Schweiz,Switzerland,Aargau,,03.02.2024,10.02.2024,Winter,Winter,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,7,,8,7,CHF,,1600,0,500,0,100,500,2700,,,,,,,,,,Ja,Les Diablerets,,Les Diablerets,#N/A,Villars-Diablerets-Gryon-Bex,Gemietete Wohnung / Haus,Rented apartment / house,,,,,8,Winter
