Serial2;F05_01;F05_01 ENG;F05_02;F05_02 ENG;F05_03;F05_04;F12;F13;F15;F15 ENG;F16;F16 ENG;F17;F20;F21;F30;F30 ENG;F31_01;F31_01_ENG;F31_02;F31_02_ENG;F31_03;F31_03_ENG;F31_04;F31_04_ENG;F31_05;F31_05_ENG;F31_06;F31_06_ENG;F31_07;F31_07_ENG;F31_08;F31_08_ENG;F31_09;F32;F33;hFerienDauer;hGruppePersonen;F80;F80_a05;F81_01;F81_02;F81_03;F81_04;F81_05;F81_06;F81_Total;F82_01;F82_02;F82_03;F82_04;F82_05;F82_06;F82_07;F82_Total;F83;F85;F105;F105A;F105_Code;F105_Code_nr;F105_OrgCode;F125;F125_ENG;F125_a11;F125_a11 ENG;F130;F130_a07;F135_01;F12_F13_Mittelwert_2Cat_final
10162;Asien;Asia;Singapur;Singapore;Central Singapore;;01.04.23;10.04.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;11;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;8;10;8;€;;;;;;;;;0;18000;6000;2000;3000;2000;2000;33000;Nein;Ja;Montreux (???);;Montreux;289;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;*****;;2;Winter
12208;Asien;Asia;Thailand;Thailand;Chiang Mai;;27.05.23;07.06.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;12;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;12;4;Andere;???;;;;;;;;480000;120000;80000;200000;40000;20000;20000;480000;Nein;Ja;Montreux (??????);;Montreux;289;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
12664;Nord- und Mittelamerika;North and Central America;Mexiko;Mexico;Ciudad de Mexico;;15.05.23;18.05.23;Frühling;Spring;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;44;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;€;;;;;;;;;0;300;100;80;50;0;0;530;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
17661;Nord- und Mittelamerika;North and Central America;Mexiko;Mexico;Ciudad de Mexico;;19.07.23;22.07.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;7;15;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;26+;;4;26+;$;;;;;;;;;25000;0;0;5729;0;4000;0;9729;Ja;Ja;Veytaux;;Veytaux;291;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;*****;;0;Summer
22095;Europa;Europe;Spanien;Spain;Comunidad Autónoma de Canarias;;25.09.23;29.09.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;2;5;2;CHF;;;;;;;;;1200;0;560;60;130;90;200;1040;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;5;Summer
17404;Europa;Europe;Spanien;Spain;Comunidad de Madrid;;06.08.23;10.08.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;1;6;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;5;2;CHF;;;;;;;;;400;1000;0;200;0;200;0;1400;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Campingplatz;Campsite;;;;;2;Summer
22362;Europa;Europe;Spanien;Spain;Comunidad de Madrid;;06.10.23;10.10.23;Herbst;Autumn;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;18;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;5;2;€;;;;;;;;;0;0;100;300;50;50;0;500;Ja;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;1;Summer
2844;Asien;Asia;Vereinigte Arabische Emirate;U.A.E;Dubayy;;10.02.23;16.02.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;7;;7;7;CHF;;;;;;;;;2500;2300;800;450;0;500;0;4050;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;7;Winter
11024;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;West Sussex;19.05.23;29.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;3;11;3;€;;;;;;;;;300;0;0;100;100;0;0;200;Ja;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;*****;;11;Summer
11460;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Reading;23.05.23;26.06.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;;1;;35;1;£;;;;;;;;;500;0;0;0;0;200;0;200;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;*****;;35;Summer
16736;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Southampton;12.08.23;17.08.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;12;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;26+;6;26+;€;;;;;;;;;4200;0;0;0;0;1000;1000;2000;Nein;Ja;Vevey;;Vevey;290;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;****;;1;Summer
20900;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Kent;22.08.23;29.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;8;4;CHF;;;;;;;;;750;1350;1500;550;100;150;150;3800;Ja;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Bed & Breakfast;Bed & Breakfast;;;;;8;Summer
24446;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Brighton and Hove;29.12.23;03.01.24;Winter;Winter;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;13;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;24;6;24;£;;;;;;;;;30000;0;0;800;0;250;0;1050;Ja;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;6;Winter
14735;Europa;Europe;Spanien;Spain;Euskal Autonomia Erkidegoa;;01.07.23;08.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;12;;8;12;€;;;;;;;;;19200;0;0;0;0;0;0;0;Ja;Ja;Gryon;;Gryon;671;Villars-Diablerets-Gryon-Bex;Hotel / Kurhaus;Hotel / Spa House;;;Ohne Kategorie;;1;Summer
8982;Europa;Europe;Belgien;Belgium;Flemish Region;;01.04.23;08.04.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;8;;8;8;€;;;;;;;;;4500;0;0;1000;0;0;0;1000;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Gemietete Wohnung / Haus;Rented apartment / house;;;;;8;Winter
9173;Europa;Europe;Belgien;Belgium;Flemish Region;;01.04.23;08.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;8;4;€;;;;;;;;;2400;0;0;500;0;0;0;500;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Gemietete Wohnung / Haus;Rented apartment / house;;;;;8;Winter
10626;Europa;Europe;Belgien;Belgium;Flemish Region;;01.04.23;08.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;8;6;€;;;;;;;;;3000;0;0;100;0;300;100;500;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;8;Winter
11026;Europa;Europe;Belgien;Belgium;Flemish Region;;26.05.23;29.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;26+;4;26+;€;;;;;;;;;0;0;0;0;0;0;0;0;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;4;Summer
12523;Europa;Europe;Belgien;Belgium;Flemish Region;;06.06.23;15.06.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;2;10;2;€;;;;;;;;;2000;0;200;400;0;0;400;1000;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Gruppenunterkunft;Group accommodation;;;;;10;Summer
14649;Europa;Europe;Belgien;Belgium;Flemish Region;;11.07.23;20.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;8;;10;8;CHF;;;;;;;;;7000;0;150;30;0;0;0;180;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;10;Summer
15206;Europa;Europe;Belgien;Belgium;Flemish Region;;20.07.23;29.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;10;10;10;CHF;;;;;;;;;8000;0;0;0;20;0;0;20;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Gruppenunterkunft;Group accommodation;;;;;10;Summer
15278;Europa;Europe;Belgien;Belgium;Flemish Region;;21.07.23;31.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;4;11;4;€;;;;;;;;;2800;0;0;0;0;0;100;100;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;Ohne Kategorie;;11;Summer
15304;Europa;Europe;Belgien;Belgium;Flemish Region;;20.07.23;29.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;2;10;2;CHF;;;;;;;;;1800;0;60;5;0;0;0;65;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;Nicht bekannt;;10;Summer
16608;Europa;Europe;Belgien;Belgium;Flemish Region;;20.07.23;29.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;10;4;€;;;;;;;;;600;0;0;200;0;0;100;300;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;****;;10;Summer
17455;Europa;Europe;Belgien;Belgium;Flemish Region;;15.07.23;26.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;4;43;4;€;;;;;;;;;2500;0;0;300;250;120;230;900;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;*****;;43;Summer
18423;Europa;Europe;Belgien;Belgium;Flemish Region;;20.07.23;29.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;10;;10;10;CHF;;;;;;;;;8000;0;0;0;25;0;0;25;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;Nicht bekannt;;10;Summer
21230;Europa;Europe;Belgien;Belgium;Flemish Region;;08.09.23;22.09.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;15;2;€;;;;;;;;;1800;600;0;400;25;400;0;1425;Nein;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;**;;8;Summer
9609;Europa;Europe;Niederlande;Netherlands;Flevoland;;27.04.23;30.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Ja;Oui;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;4;1;€;;;;;;;;;0;110;33;200;20;0;50;413;Nein;Ja;Morges;;Morges;295;Morges Région;Andere;Other;Well my email adress was collected there but i was just passing by.;Well my email adress was collected there but i was just passing by.;;;0;Winter
21192;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;Florida;;31.08.23;20.09.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;6;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;3;21;3;$;;;;;;;;;16000;750;150;2000;250;0;900;4050;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
3946;Europa;Europe;Schweiz;Switzerland;Freiburg;;18.02.23;19.02.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;26+;2;26+;CHF;;;;;;;;;2600;0;500;0;0;0;3000;3500;Ja;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Winter
14590;Europa;Europe;Schweiz;Switzerland;Freiburg;;30.06.23;02.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;3;3;CHF;;;;;;;;;0;500;0;350;0;0;0;850;Nein;Ja;Le Chenit;;Le Chenit;756;Vallée de Joux;Hotel / Kurhaus;Hotel / Spa House;;;***;;3;Summer
248;Europa;Europe;Frankreich;France;Grand Est;;08.01.23;10.01.23;Winter;Winter;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;;;;;;;;0;280;150;200;30;0;40;700;Nein;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;1;Winter
10355;Asien;Asia;China;China;Guangdong;;16.04.23;22.04.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;2;10;Ja;Oui;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;7;2;€;;;;;;;;;7000;0;0;0;0;0;0;0;Ja;Ja;Montreux (???);;Montreux;289;Montreux Riviera;;#N/A;;;;;;Winter
13497;Europa;Europe;Portugal;Portugal;Guarda;;24.06.23;03.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;10;3;€;;;;;;;;;3000;1300;600;150;200;0;750;3000;Nein;Ja;Montreux;;Montreux;289;Montreux Riviera;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;10;Summer
12184;Asien;Asia;Indien;India;Gujarat;;05.06.23;13.06.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;14;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;9;3;CHF;;;;;;;;;18000;7500;4000;2500;1000;2000;1000;18000;Nein;Ja;Montreux;;Montreux;289;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;*****;;3;Summer
7833;Europa;Europe;Frankreich;France;Île-de-France;;14.03.23;21.03.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Ja;Oui;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;€;;;;;;;;;0;1350;470;0;0;0;1090;2910;Nein;Ja;Ormont-Dessus;;Ormont-Dessus;673;Villars-Diablerets-Gryon-Bex;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;8;Winter
